0.00	0.07	0.06	1.10
0.02	0.09	0.35	1.10
0.04	0.10	0.49	0.79
0.06	0.11	0.49	0.31
0.08	0.12	0.39	0.31
0.10	0.11	0.43	-0.16
0.12	0.12	0.53	0.16
0.14	0.12	0.45	0.00
0.16	0.12	0.31	0.00
0.18	0.11	0.14	-0.31
0.20	0.11	0.04	0.00
0.22	0.11	-0.02	-0.16
0.24	0.10	-0.10	-0.31
0.26	0.09	-0.16	-0.63
0.28	0.08	-0.26	-0.63
0.30	0.06	-0.33	-0.63
0.32	0.05	-0.43	-0.79
0.34	0.03	-0.49	-0.79
0.36	0.02	-0.57	-0.63
0.38	0.01	-0.63	-0.63
0.40	-0.00	-0.65	-0.47
0.42	-0.02	-0.65	-0.63
0.44	-0.03	-0.63	-0.47
0.46	-0.04	-0.63	-0.63
0.48	-0.05	-0.61	-0.63
0.50	-0.06	-0.57	-0.47
0.52	-0.07	-0.55	-0.47
0.54	-0.08	-0.51	-0.31
0.56	-0.08	-0.47	-0.16
0.58	-0.08	-0.43	-0.31
0.60	-0.08	-0.37	0.00
0.62	-0.09	-0.33	-0.31
0.64	-0.09	-0.24	0.16
0.66	-0.08	-0.16	0.16
0.68	-0.08	-0.10	0.00
0.70	-0.08	-0.04	0.16
0.72	-0.08	-0.02	0.00
0.74	-0.08	0.06	0.31
0.76	-0.07	0.08	0.16
0.78	-0.06	0.18	0.47
0.80	-0.06	0.20	0.31
0.82	-0.05	0.24	0.47
0.84	-0.03	0.31	0.63
0.86	-0.03	0.35	0.47
0.88	-0.02	0.41	0.47
0.90	-0.01	0.41	0.31
0.92	0.00	0.45	0.47
0.94	0.01	0.45	0.47
0.96	0.02	0.45	0.31
0.98	0.02	0.43	0.31
1.00	0.03	0.39	0.31
1.02	0.03	0.37	0.31
1.04	0.04	0.33	0.16
1.06	0.04	0.31	0.16
1.08	0.04	0.27	0.16
1.10	0.04	0.22	0.00
1.12	0.04	0.18	0.00
1.14	0.04	0.14	0.00
1.16	0.04	0.08	-0.16
1.18	0.03	0.00	-0.31
1.20	0.03	-0.04	-0.16
1.22	0.03	-0.08	-0.16
1.24	0.02	-0.14	-0.31
1.26	0.02	-0.18	-0.31
1.28	0.01	-0.22	-0.31
1.30	0.00	-0.26	-0.31
1.32	-0.00	-0.27	-0.31
1.34	-0.01	-0.26	-0.16
1.36	-0.02	-0.29	-0.47
1.38	-0.02	-0.31	-0.31
1.40	-0.03	-0.31	-0.31
1.42	-0.03	-0.29	-0.16
